Date;Open;High;Low;Close;Volume
2016-08-29;1410.16;1411.98;1400.47;1411.98;68857360
2016-08-30;1411.98;1423.5;1411.98;1418.43;85565256
2016-08-31;1417.99;1429.11;1416;1418.14;103550336
2016-09-01;1419.88;1430.6;1416.51;1417.59;101306592
2016-09-02;1418.25;1437.24;1418.25;1437.24;83426608
2016-09-05;1437.47;1443.22;1437.47;1440.76;61854864
2016-09-06;1439.38;1444.72;1434.17;1435.19;73009184
2016-09-07;1437.93;1443.46;1435.74;1441.52;73491664
2016-09-08;1441.14;1443.21;1430.53;1440.03;86852376
2016-09-09;1439.77;1440.88;1424.91;1426.56;86405904
2016-09-12;1426.5;1426.5;1400.2;1417.36;93477752
2016-09-13;1418.12;1427.12;1410.79;1410.79;81591904
2016-09-14;1412.13;1418.13;1407.02;1409.89;109294848
2016-09-15;1409.9;1417.65;1401.5;1416.83;96805048
2016-09-16;1415.5;1415.5;1404.02;1405.31;100922296
2016-09-19;1407.02;1421.48;1407.02;1419.01;102404776
2016-09-20;1418.75;1424.9;1415.12;1418.44;67551456
2016-09-21;1420.23;1434.71;1420.14;1422.66;73762776
2016-09-22;1423.35;1448.05;1423.35;1446.01;100045448
2016-09-23;1446.07;1446.07;1432.31;1437.52;73251456
2016-09-26;1436.56;1436.56;1415.2;1418.19;127048480
2016-09-27;1419.03;1428.7;1403.92;1421.2;89158320
2016-09-28;1422.59;1436.04;1422.59;1425.24;77532472
2016-09-29;1425.38;1442.89;1425.38;1434.81;94755016
2016-09-30;1434.66;1439.08;1407.99;1439.08;113707224
2016-10-03;1439.83;1450.7;1437.67;1443.46;72704680
2016-10-04;1443.28;1456.35;1442.63;1456.22;89070928
2016-10-05;1453.22;1455.22;1445.96;1452.5;86776032
2016-10-06;1453.17;1461.51;1452.82;1458.38;96010920
2016-10-07;1458.05;1458.05;1444.9;1451.65;105773904
2016-10-10;1451.73;1467.78;1449.09;1467.45;74252496
2016-10-11;1467.06;1468.16;1454.7;1455.41;89377872
2016-10-12;1454.56;1459.7;1442.5;1442.5;172067872
2016-10-13;1442.5;1442.5;1422.09;1426.69;128183856
2016-10-14;1430.31;1447.58;1430.02;1446;95631376
2016-10-17;1445.58;1447.24;1436.66;1438.28;82964128
2016-10-18;1441.43;1459.94;1441.43;1458.63;92315048
2016-10-19;1459.15;1462.67;1448.05;1455.27;90393024
2016-10-20;1456.12;1467.85;1449.38;1465.84;120080504
2016-10-21;1464.25;1472.07;1458.63;1464.85;159634576
2016-10-24;1464.96;1473.48;1454.99;1456.79;126949672
2016-10-25;1456.99;1461.1;1449.89;1451.27;109264224
2016-10-26;1454.81;1458.8;1440.69;1454.22;132534064
2016-10-27;1455.71;1459.61;1445.57;1456.55;130101904
2016-10-28;1455;1461.19;1443.07;1459.36;119342136
2016-10-31;1458.97;1458.97;1444.75;1446.35;99443808
2016-11-01;1447.13;1457.01;1431.87;1431.87;85381088
2016-11-02;1431.37;1431.37;1416.51;1417.37;106389496
2016-11-03;1417.34;1429.76;1413.91;1421.01;80022320
2016-11-04;1420.25;1420.25;1404.58;1406.1;48879248
2016-11-07;1407.88;1434.17;1407.88;1431.77;86819744
2016-11-08;1432.39;1441.37;1427.2;1439.43;85361960
2016-11-09;1430.91;1458.96;1391.81;1456.71;171901008
2016-11-10;1457.46;1479.31;1453.68;1460.52;162161616
2016-11-11;1461.74;1470.52;1449.66;1451.53;103997720
2016-11-14;1454.3;1469.6;1438.41;1443.09;131613896
2016-11-15;1445.5;1467.28;1445.5;1466.46;107784568
2016-11-16;1466.82;1473.83;1454.46;1458.25;97757864
2016-11-17;1457.36;1472.62;1454.15;1472.05;86424184
2016-11-18;1473.25;1478.75;1467.7;1476.47;97403192
2016-11-21;1477.18;1482.12;1466.02;1478.58;82981720
2016-11-22;1479.14;1490.29;1478.62;1485.05;86231448
2016-11-23;1485.71;1488.68;1476.36;1482.64;97254712
2016-11-24;1483.33;1487.72;1479.18;1484.33;57932776
2016-11-25;1484.34;1491.23;1478.33;1491.23;63889156
2016-11-28;1491.06;1491.06;1469.88;1472.68;78772920
2016-11-29;1472.65;1479.07;1462.3;1467.18;86106784
2016-11-30;1467.03;1484.02;1466.79;1481.14;149704464
2016-12-01;1480.53;1482.56;1473.35;1477.95;95472216
2016-12-02;1477.92;1477.92;1461.66;1470.08;88638432
2016-12-05;1469.85;1490.63;1462.92;1483.29;95778288
2016-12-06;1483.75;1492.17;1479.69;1492.17;107918016
2016-12-07;1493.18;1503.98;1493.18;1503.95;111100800
2016-12-08;1505.1;1520.15;1503.39;1520.15;148910080
2016-12-09;1519.16;1538.38;1514.16;1534.27;123115296
2016-12-12;1534.1;1541;1529.29;1537.93;139436752
2016-12-13;1537.54;1551.96;1535.48;1551;104070472
2016-12-14;1551.09;1551.09;1538.63;1541.39;118808480
2016-12-15;1541.39;1551.14;1532.1;1550.52;147797664
2016-12-16;1550.21;1553.6;1544.38;1548.2;137646496
2016-12-19;1548.04;1552.55;1542.03;1542.71;126040536
2016-12-20;1542.18;1547.86;1535.12;1536.73;130652512
2016-12-21;1535.56;1537.35;1521.64;1525.47;86110280
2016-12-22;1525.27;1525.27;1515.61;1519.54;68238832
2016-12-23;1519.35;1528.42;1519.28;1525.8;45145752
2016-12-27;1525.71;1536.01;1525.48;1533.31;34032812
2016-12-28;1532.87;1532.87;1526.29;1527.3;47450976
2016-12-29;1526.7;1526.7;1516.92;1518.37;44822128
2016-12-30;1518.34;1522.06;1511.28;1517.2;61885484
2017-01-02;1516.43;1530.61;1510.67;1526.83;38878756
2017-01-03;1527.25;1541.2;1526.26;1534.7;76340152
2017-01-04;1535.16;1538.77;1527.59;1530.93;67996624
2017-01-05;1530.93;1530.93;1521.89;1522.1;36108788
2017-01-09;1522.23;1525.38;1504.07;1509.82;101244512
2017-01-10;1509.85;1516.57;1506.3;1510.09;89275608
2017-01-11;1508.71;1517.75;1501.03;1511.88;94600520
2017-01-12;1511.91;1513.24;1499.58;1503.31;96880416
2017-01-13;1504.22;1522.49;1504.22;1522.49;77950336
2017-01-16;1518.27;1518.27;1511.07;1512.97;68815608
2017-01-17;1512.86;1514.58;1498.74;1507.32;87760832
2017-01-18;1508.05;1515.99;1503.11;1515.99;89980000
2017-01-19;1516;1521.92;1508.48;1513.92;78009512
2017-01-20;1513.77;1527.38;1507.78;1525.49;89909800
2017-01-23;1524.37;1524.37;1503.06;1504.69;106694784
2017-01-24;1504.91;1522.87;1504.91;1522.85;89173808
2017-01-25;1523.99;1545.99;1523.99;1545.99;107128328
2017-01-26;1551.96;1563.52;1551.22;1553.89;157076704
2017-01-27;1553.79;1553.79;1536.77;1538.76;120971128
2017-01-30;1538.5;1538.5;1526.47;1528.89;82233480
2017-01-31;1528.64;1548.14;1528.64;1536.75;120669456
2017-02-01;1537.47;1554.15;1537.47;1547.31;127697816
2017-02-02;1547.35;1554.58;1544.6;1551.85;132522560
2017-02-03;1552.1;1559.13;1550.11;1557.31;97598352
2017-02-06;1557.39;1558.92;1547.39;1548.9;76885056
2017-02-07;1549.26;1560.71;1545.73;1550.94;85725552
2017-02-08;1550.22;1552.25;1540.03;1549.24;96400552
2017-02-09;1549.4;1557.5;1545.69;1557.5;85111384
2017-02-10;1559.22;1568.21;1556.66;1562.73;89945240
2017-02-13;1563.08;1572.53;1563.08;1572.18;79973880
2017-02-14;1572.36;1573.11;1563.74;1569.76;80305376
2017-02-15;1570.76;1577.73;1568.17;1574.02;87406448
2017-02-16;1574.15;1580.99;1572.27;1576.33;95213736
2017-02-17;1576.06;1578.91;1566.47;1570.59;102329584
2017-02-20;1572.58;1582.78;1572.58;1576.33;75814784
2017-02-21;1576.56;1592.76;1570.01;1590.09;100968656
2017-02-22;1589.2;1593.88;1578.55;1582.13;97302008
2017-02-23;1582.16;1593.61;1582.16;1588.3;99042400
2017-02-24;1587.81;1589.51;1563.04;1569.86;104771048
2017-02-27;1571.45;1577.06;1561.64;1564.63;80681688
2017-02-28;1564.86;1572.73;1561.59;1570.17;94293816
2017-03-01;1570.96;1594.56;1570.96;1591.37;100638592
2017-03-02;1591.32;1594.46;1578.27;1580.53;82387104
2017-03-03;1579.57;1585.61;1573.99;1581.32;83404832
2017-03-06;1581.29;1581.29;1571.06;1575.52;70222896
2017-03-07;1575.54;1578.26;1567.59;1575.77;95671096
2017-03-08;1575.78;1583.22;1574.21;1578.23;80278096
2017-03-09;1577.75;1585.44;1572.6;1583.73;94515568
2017-03-10;1584.09;1595;1584.09;1587.93;86503776
2017-03-13;1587.88;1599.83;1586.01;1594.71;84656392
2017-03-14;1594.79;1595.16;1576.51;1586;97615984
2017-03-15;1586.59;1590.23;1581.22;1588.89;91228624
2017-03-16;1591.13;1603.06;1585.6;1593.25;115368480
2017-03-17;1593.94;1593.94;1578.48;1584.97;125110160
2017-03-20;1583.53;1587.79;1581.4;1583.25;83294296
2017-03-21;1583.81;1588.63;1569;1570.88;192289040
2017-03-22;1569.94;1569.94;1551.24;1562.96;122739120
2017-03-23;1563.64;1581.57;1560.84;1581.29;116963840
2017-03-24;1580.91;1582.04;1573.07;1579.7;84474304
2017-03-27;1578.31;1578.31;1556.45;1574.51;115297656
2017-03-28;1575.08;1581.3;1567.85;1580.09;115169976
2017-03-29;1580.53;1587.08;1576.39;1584.43;100024032
2017-03-30;1585.17;1585.17;1572.16;1583.88;109678376
2017-03-31;1583.66;1590.52;1570.22;1587.63;102311528
2017-04-03;1587.87;1591.13;1570.57;1571.41;91403752
2017-04-04;1571.3;1578.62;1564.28;1567.3;104059944
2017-04-05;1567.51;1568.42;1557.09;1558.56;118697816
2017-04-06;1558.43;1564.07;1543.7;1564.05;108488864
2017-04-07;1562.82;1569.73;1553.43;1569.67;98071280
2017-04-10;1569.8;1572.61;1566.05;1572.47;74549536
2017-04-11;1572.1;1577.63;1564.88;1570.91;104997824
2017-04-12;1571.02;1585.45;1571.02;1575.02;84393616
2017-04-13;1573.78;1575.85;1567.41;1572.81;50118184
2017-04-18;1574.35;1576.71;1553.07;1557.21;113351056
2017-04-19;1557.1;1571.22;1552.46;1565.73;94376720
2017-04-20;1565.72;1571.67;1560.93;1568.74;94237632
2017-04-21;1568.49;1578.26;1567.48;1573.25;109921888
2017-04-24;1574.1;1609.27;1574.1;1609.27;130108544
2017-04-25;1609.59;1620.64;1606.89;1617.05;154896544
2017-04-26;1617.08;1621.94;1608.99;1620.28;138748992
2017-04-27;1617.35;1620.74;1614.57;1616.58;114828128
2017-04-28;1616.7;1627.73;1616.33;1626.99;121221680
2017-05-02;1626.99;1636.51;1626.04;1636.51;110549592
2017-05-03;1636.5;1636.5;1626.43;1633.99;99762832
2017-05-04;1635.69;1640.71;1632.91;1638.33;130761992
2017-05-05;1638.33;1642.04;1632.33;1642.04;102368912
2017-05-08;1642.06;1645.8;1629.69;1639.49;91156432
2017-05-09;1640.07;1654.54;1640.07;1653.11;97679216
2017-05-10;1652.14;1652.14;1642.08;1649.65;88630280
2017-05-11;1649.04;1649.17;1637.88;1642.02;105611104
2017-05-12;1643.83;1647.28;1640.79;1646.45;85278712
2017-05-15;1647.26;1650.73;1644.74;1649.84;87415016
2017-05-16;1649.84;1657.13;1646.77;1653.06;92871840
2017-05-17;1653.06;1653.06;1624.55;1628.37;106044376
2017-05-18;1627.11;1628.52;1604.29;1615.27;141301696
2017-05-19;1616.14;1631.81;1616.14;1629.21;108141376
2017-05-22;1630.3;1635.61;1626.03;1629.21;102021920
2017-05-23;1629.18;1641.77;1628.79;1641.71;97818064
2017-05-24;1641.71;1641.71;1634.25;1638.89;62629584
2017-05-26;1638.99;1640.12;1626.44;1635.77;106289184
2017-05-29;1635.77;1636.02;1629.83;1631.92;51517468
2017-05-30;1631.8;1640.08;1623.86;1639.74;88227736
2017-05-31;1639.74;1650.26;1635.29;1639.11;169791984
2017-06-01;1639.3;1646.81;1636.01;1641.32;100021600
2017-06-02;1644.21;1656.02;1644.21;1646.67;103336344
2017-06-05;1647.53;1649.3;1637.85;1637.9;60228912
2017-06-07;1637.45;1648.47;1630.68;1640.54;130776328
2017-06-08;1640.54;1651.72;1640.15;1643.77;127134304
2017-06-09;1643.77;1656.09;1642.2;1654.8;125948424
2017-06-12;1654.65;1654.65;1584.37;1638.8;139647968
2017-06-13;1638.8;1653.52;1638.8;1648.61;105788832
2017-06-14;1649.06;1657.2;1638.38;1639.6;121162304
2017-06-15;1641.52;1641.52;1616.22;1624.97;138558912
2017-06-16;1625.82;1638.42;1625.82;1635.94;151225888
2017-06-19;1636.78;1655.08;1636.78;1653.4;99919464
2017-06-20;1653.73;1658.87;1647.67;1647.67;95886616
2017-06-21;1647.67;1647.67;1631.34;1641.71;99637296
2017-06-22;1641.69;1645.36;1634.19;1645.36;93407872
2017-06-26;1645.46;1654.88;1641.23;1643.52;90158048
2017-06-27;1643.52;1643.52;1628.54;1628.54;93751568
2017-06-28;1628.54;1630.99;1611.8;1630.99;98196848
2017-06-29;1630.99;1643.72;1612.39;1613.22;130035784
2017-06-30;1613.22;1620.48;1602.53;1602.53;118716208
2017-07-03;1602.7;1628.55;1602.7;1627.41;83969552
2017-07-04;1627.01;1627.29;1617.48;1621.67;73253288
2017-07-05;1621.71;1629.27;1614.22;1627.21;87671576
2017-07-06;1627.21;1627.21;1609.98;1620.99;87845920
2017-07-07;1620.96;1623.17;1614.64;1617;65631160
2017-07-10;1617;1627.81;1617;1624.81;65469472
2017-07-11;1624.81;1631.29;1620.69;1621.57;73044304
2017-07-12;1621.57;1650.7;1621.57;1650.59;85817120
2017-07-13;1650.63;1651.15;1640.45;1642.49;77189808
2017-07-14;1643.07;1649.83;1641.41;1646.83;79387424
2017-07-17;1646.87;1651.63;1629.1;1639.33;129119256
2017-07-18;1639.33;1639.35;1605.37;1607.36;182004064
2017-07-19;1607.36;1618.57;1592.51;1609.96;157979872
2017-07-20;1601.32;1612.53;1593.15;1597.84;159055120
2017-07-21;1597.45;1597.45;1574.7;1581.37;172248176
2017-07-24;1581.37;1583.61;1566.88;1566.88;111417128
2017-07-25;1567.36;1575.32;1567.36;1568.91;100223016
2017-07-26;1568.81;1581.52;1565.02;1580.22;87811408
2017-07-27;1579.81;1581.11;1570.24;1570.48;95921144
2017-07-28;1570.48;1570.79;1550.65;1557.56;94332328
2017-07-31;1557.17;1561.96;1548.06;1548.19;94829568
2017-08-01;1548.19;1569.56;1548.19;1566.31;94277496
2017-08-02;1566.31;1573.46;1558.95;1563.21;85081232
2017-08-03;1563.17;1567.05;1554.45;1559.66;84009432
2017-08-04;1559.48;1577.61;1556.68;1573.47;71393152
2017-08-07;1573.47;1578.88;1569.43;1575.47;68240480
2017-08-08;1575.47;1583.14;1571.36;1581.32;79766840
2017-08-09;1581.32;1581.32;1562.77;1571.2;77008968
2017-08-10;1571.12;1571.12;1554.75;1554.75;86424552
2017-08-11;1554.75;1554.75;1535.65;1538.96;93936992
2017-08-14;1538.96;1556.35;1538.96;1554.58;72864984
2017-08-15;1554.58;1560.5;1542.49;1543.38;75112216
2017-08-16;1543.38;1556.55;1543.38;1552.16;84052400
2017-08-17;1552.16;1552.51;1538.72;1540.09;96503304
2017-08-18;1540.09;1540.09;1524.36;1532.12;90817224
2017-08-21;1532.12;1532.12;1519.22;1524.25;75028488
2017-08-22;1524.25;1543.99;1524.25;1543.76;104476008
2017-08-23;1543.76;1546.82;1538.73;1542.14;96856216
2017-08-24;1542.14;1546.86;1537.99;1537.99;83304336
2017-08-25;1537.99;1551.62;1537.97;1540.82;89239528
2017-08-28;1540.82;1543.8;1532.43;1536.88;61375736
2017-08-29;1536.88;1536.88;1517.77;1520.9;109791936
2017-08-30;1520.9;1537.88;1520.9;1535.96;93963232
2017-08-31;1535.96;1550.55;1535.96;1546.86;112827704
2017-09-01;1546.86;1560.87;1546.86;1558.79;103315392
2017-09-04;1558.79;1558.79;1546.31;1551.89;73327912
2017-09-05;1551.89;1555.85;1545.1;1546.99;85995624
2017-09-06;1546.99;1546.99;1536.45;1541.27;113348840
2017-09-07;1541.27;1553.87;1537.74;1553.03;101197288
2017-09-08;1553.03;1553.23;1545.28;1552.32;79854544
2017-09-11;1552.78;1573.34;1552.78;1572.16;92464296
2017-09-12;1572.16;1581.13;1572.13;1580.13;86394184
2017-09-13;1580.13;1580.9;1575.76;1580.04;83402320
2017-09-14;1580.04;1587.98;1578.57;1587.53;89238376
2017-09-15;1587.53;1591.32;1577.29;1578.87;122083896
2017-09-18;1578.87;1586.82;1578.31;1582.78;118111512
2017-09-19;1582.78;1586.22;1580.77;1584.43;118755560
2017-09-20;1584.43;1588.48;1581.9;1585.38;91979728
2017-09-21;1585.38;1597.56;1585.38;1596.31;115285312
2017-09-22;1595.91;1600.77;1591.7;1600.77;91108096
2017-09-25;1600.77;1608.49;1598.84;1604.1;80793264
2017-09-26;1604.1;1614.12;1601.86;1610.76;78770992
2017-09-27;1610.76;1627.69;1610.76;1623.77;95987040
2017-09-28;1624.57;1627.31;1618.85;1624.98;102847000
2017-09-29;1624.98;1637.82;1620.97;1637.82;99317592
2017-10-02;1637.82;1641.65;1634.69;1640.65;85365112
2017-10-03;1640.65;1650.47;1640.65;1649.18;87811312
2017-10-04;1649.18;1651.73;1645.57;1651.09;89796992
2017-10-05;1651.09;1655.98;1646.33;1653.15;96174504
2017-10-06;1653.15;1655.17;1643.2;1646.28;75915760
2017-10-09;1646.28;1653.76;1646.28;1647.92;78347792
2017-10-10;1647.93;1651.13;1642.21;1644.34;78109184
2017-10-11;1644.34;1647.22;1638.22;1641.71;75844560
2017-10-12;1642.29;1649.42;1637.8;1644.65;71358160
2017-10-13;1644.65;1644.85;1638.62;1642.49;95581440
2017-10-16;1642.49;1644.19;1637.37;1638.33;84571064
2017-10-17;1638.33;1641.3;1636.09;1636.94;91859616
2017-10-18;1636.94;1648.7;1634.21;1644.73;102062288
2017-10-19;1644.73;1647.32;1635.46;1646.96;116701048
2017-10-20;1646.96;1671.41;1646.68;1667.51;155288528
2017-10-23;1664.38;1669.42;1660.8;1661.54;115596016
2017-10-24;1661.54;1661.54;1644.73;1650.47;132134480
2017-10-25;1650.47;1657.42;1642.19;1649.74;113957832
2017-10-26;1649.74;1659.66;1641.28;1658.79;190587536
2017-10-27;1659.04;1666.07;1658.79;1665.02;129690176
2017-10-30;1665.02;1667.26;1659.46;1662.32;100168800
2017-10-31;1662.32;1675.61;1662.32;1671.63;114445832
2017-11-01;1671.63;1681.13;1671.32;1672.03;145314112
2017-11-02;1672.03;1674.77;1665.42;1672.78;87580824
2017-11-03;1672.78;1678.45;1672.78;1677.65;46532820
2017-11-06;1677.36;1681.75;1671.6;1676.14;101036032
2017-11-07;1676.27;1681.67;1669.98;1670.24;89239016
2017-11-08;1670.24;1672.76;1657.13;1662.99;119915304
2017-11-09;1662.99;1662.99;1641.19;1643.26;98986080
2017-11-10;1643.26;1646.15;1634.22;1634.68;82600696
2017-11-13;1634.68;1634.88;1618.46;1630.51;89473968
2017-11-14;1630.51;1635.55;1623.09;1628.49;80208776
2017-11-15;1628.49;1628.49;1612.49;1627;102723896
2017-11-16;1627.17;1636.96;1624.9;1633.66;79722432
2017-11-17;1633.66;1633.94;1613.9;1617.7;111260624
2017-11-20;1617.7;1626.02;1607.77;1623.54;78284648
2017-11-21;1623.54;1639.92;1618.65;1636.65;98832096
2017-11-22;1636.65;1637.99;1617.52;1617.52;81571744
2017-11-23;1616.64;1616.79;1607.64;1612.57;117822512
2017-11-24;1612.57;1620.26;1606.6;1614.62;72833032
2017-11-27;1614.62;1618.85;1607.15;1608.74;78664336
2017-11-28;1608.74;1622.11;1608.31;1620.81;94509504
2017-11-29;1621.08;1628.77;1613.56;1613.56;84664616
2017-11-30;1613.56;1624.47;1609.1;1610.11;135429984
2017-12-01;1609.26;1611.07;1592.2;1592.2;88059624
2017-12-04;1595.59;1624.05;1595.59;1616.8;96639904
2017-12-05;1616.62;1620.45;1607.03;1613.36;81656752
2017-12-06;1609.21;1609.21;1591.25;1595.44;81097088
2017-12-07;1596.28;1606.94;1594.77;1599.29;84702816
2017-12-08;1599.57;1621.38;1599.57;1610.82;107844032
2017-12-11;1610.93;1627.94;1610.93;1619.47;106451952
2017-12-12;1620.79;1625.05;1612.97;1623.75;89619040
2017-12-13;1623.75;1624.32;1584.53;1619.82;96503120
2017-12-14;1618.01;1622.08;1609.6;1609.6;99194656
2017-12-15;1609.39;1610.59;1585.79;1594.35;158806192
2017-12-18;1593.71;1616.26;1593.71;1615.63;133727664
2017-12-19;1615.48;1620.57;1610.62;1611.43;98750712
2017-12-20;1611.87;1613.69;1597.42;1600.29;102854960
2017-12-21;1599.99;1616.98;1593.26;1616.27;77316480
2017-12-22;1615.98;1616.22;1602.11;1606.25;66275532
2017-12-27;1606.36;1613.76;1589.78;1594.99;72245120
2017-12-28;1594.95;1594.95;1584.25;1588.51;62238504
2017-12-29;1588.56;1591.58;1573.56;1576.94;76560056
2018-01-02;1577.08;1583.38;1573.76;1579.82;87186952
2018-01-03;1580.21;1591.1;1577.61;1587.56;88734232
2018-01-04;1587.88;1606.72;1587.88;1603.67;101590248
2018-01-05;1604.08;1611.31;1604.08;1611.31;52898408
2018-01-08;1612.98;1622.41;1612.98;1619.14;98830816
2018-01-09;1618.9;1633.96;1618.9;1632.29;111110648
2018-01-10;1631.78;1631.91;1621.85;1629.29;117070224
2018-01-11;1629.75;1632.9;1620.52;1630.29;97589896
2018-01-12;1630.99;1634.58;1621.24;1628.4;85389752
2018-01-15;1628.4;1630.22;1622.93;1627.29;80837688
2018-01-16;1626.8;1630.01;1620.46;1623.33;80636520
2018-01-17;1623.05;1629.67;1614.46;1622.85;99792744
2018-01-18;1623.19;1630.54;1619.88;1624.78;95066496
2018-01-19;1624.12;1631.63;1623.64;1630.62;89101528
2018-01-22;1631.15;1639.05;1628.7;1635.47;80615136
2018-01-23;1636.77;1647.69;1636.77;1643.71;89616272
2018-01-24;1644.24;1645.06;1629.98;1631.2;84281800
2018-01-25;1630;1630;1600.89;1604.49;155411136
2018-01-26;1606.61;1614.6;1601.73;1612.63;131187888
2018-01-29;1611.9;1620.46;1608.51;1610.4;107737104
2018-01-30;1609.7;1612.24;1602.29;1603.31;112176384
2018-01-31;1605.43;1613.16;1592.39;1593.15;199246608
2018-02-01;1596.01;1610.28;1596.01;1601.84;133774536
2018-02-02;1601.77;1602.02;1581.04;1584.79;128756856
2018-02-05;1581.69;1581.69;1545.56;1546.33;148695680
2018-02-06;1535.28;1535.28;1487.96;1511.6;196251040
2018-02-07;1513.57;1555.29;1513.57;1551.15;144318128
2018-02-08;1550.44;1550.44;1519.77;1519.77;130783728
2018-02-09;1518.69;1523.45;1499.74;1500.18;132855960
2018-02-12;1501.5;1531.86;1501.5;1521.62;143188768
2018-02-13;1522.14;1527.17;1513.24;1513.27;100292888
2018-02-14;1516.33;1533.7;1503.37;1532.15;135239392
2018-02-15;1533.3;1550.28;1533.3;1542.72;112909168
2018-02-16;1545.46;1557.3;1545.46;1556.93;95991184
2018-02-19;1558.37;1562.46;1549.01;1550.86;67648416
2018-02-20;1550.91;1570.36;1550.91;1569.68;88856048
2018-02-21;1569.32;1577.74;1557.72;1575.12;89965408
2018-02-22;1573.37;1575.16;1556.5;1573.88;91189528
2018-02-23;1574.51;1580.14;1567.95;1577.11;80513272
2018-02-26;1578.87;1591.59;1578.87;1586.96;75270136
2018-02-27;1588.21;1595.35;1583.52;1588.23;73821968
2018-02-28;1586.86;1594.51;1580.95;1583.39;103522752
2018-03-01;1583.23;1583.23;1560.56;1560.56;95396344
2018-03-02;1559.5;1559.5;1525.37;1526.46;121420912
2018-03-05;1525.8;1548.03;1524.26;1547.94;94129936
2018-03-06;1551.2;1569.75;1551.2;1559.94;98668032
2018-03-07;1558.5;1564.2;1548.01;1564.19;112483560
2018-03-08;1564.19;1586.22;1564.19;1585.53;101346912
2018-03-09;1586.03;1592.77;1580.38;1589.62;93707920
2018-03-12;1590.89;1602.26;1589.17;1593.83;77264432
2018-03-13;1593.88;1603.34;1575.23;1578.15;88136904
2018-03-14;1578.63;1598.35;1578.63;1585.31;91697680
2018-03-15;1586.06;1592.28;1580.19;1592.28;109178624
2018-03-16;1592.49;1593.43;1572.58;1573.48;127385728
2018-03-19;1573.27;1573.27;1545.78;1547.42;105013280
2018-03-20;1548.88;1556.07;1542.3;1551.97;86871160
2018-03-21;1552.42;1553.18;1543.26;1549.7;86459400
2018-03-22;1547.62;1547.62;1508.86;1515.84;106485048
2018-03-23;1513.47;1520.66;1493.12;1513.18;101819264
2018-03-26;1513.42;1519.79;1493.8;1496.59;90742056
2018-03-27;1496.72;1517.55;1495.08;1510.11;118962192
2018-03-28;1506.32;1512.13;1484.14;1512.13;118719672
2018-03-29;1513.19;1537.25;1513.19;1535.35;56840212
2018-04-03;1533.2;1533.2;1504.07;1508.8;117200840
2018-04-04;1509.3;1511.7;1482.22;1494.65;96493120
2018-04-05;1500.07;1527.44;1500.07;1527.22;95399504
2018-04-06;1526.43;1526.43;1508.85;1511.37;79968616
2018-04-09;1513.24;1527.56;1502.45;1511.32;79981928
2018-04-10;1513.11;1526.99;1513.11;1526.76;89057040
2018-04-11;1526.47;1526.47;1498.8;1504.71;113153640
2018-04-12;1505.76;1520.85;1503.86;1518.88;94235688
2018-04-13;1520.56;1534.04;1517.41;1526.67;102223880
2018-04-16;1526.69;1533.74;1524.22;1526.27;86486864
2018-04-17;1528.53;1548.5;1528.53;1545.16;99932936
2018-04-18;1545.16;1553.88;1542.97;1552.49;44497236
2018-04-19;1551.72;1563.83;1551.72;1558.23;119844336
2018-04-20;1558.4;1576.98;1556.89;1572.58;212050320
2018-04-23;1572.96;1587.65;1570.84;1587.65;134842512
2018-04-24;1587.05;1593.11;1571.41;1575.4;139351008
2018-04-25;1574.02;1574.02;1543.26;1557.29;161220784
2018-04-26;1557.46;1575.23;1552.02;1573.76;135517168
2018-04-27;1574.45;1583.11;1571.49;1580.78;114843944
2018-04-30;1581.72;1582.2;1568.68;1570.71;71661232
2018-05-02;1574.88;1592.12;1574.88;1590.97;142843408
2018-05-03;1591.05;1591.05;1564.76;1566.96;116398752
2018-05-04;1567.4;1577.82;1565.61;1577.08;107047416
2018-05-07;1577.54;1600.45;1577.15;1597.93;72850872
2018-05-08;1598.38;1608.94;1591.32;1608.94;97535112
2018-05-09;1608.64;1623.04;1603.06;1616.8;70683120
2018-05-11;1616.67;1619.79;1601.12;1603.25;109493584
2018-05-14;1603.69;1607.4;1593.66;1598.58;93562824
2018-05-15;1597.83;1608.48;1593.17;1606.72;95966808
2018-05-16;1606.7;1606.7;1593.25;1602.27;92670408
2018-05-17;1602.28;1618.95;1602.28;1618.95;74415760
2018-05-18;1618.12;1627.13;1617.86;1621.61;100295056
2018-05-21;1622.18;1634.76;1622.18;1626.25;68346464
2018-05-22;1627.23;1632.3;1617.15;1624.44;82902720
2018-05-23;1621.9;1621.9;1597.76;1602.1;87935424
2018-05-24;1602.12;1612.78;1588.03;1593.57;80953104
2018-05-25;1594.57;1603.04;1584.91;1586.98;85939584
2018-05-28;1589.01;1598.35;1577.43;1581.52;58240064
2018-05-29;1579.5;1579.5;1554.95;1572.3;94289648
2018-05-30;1572.45;1574.65;1559.66;1562.54;97899008
2018-05-31;1563.69;1572.42;1544.83;1549.94;169714688
2018-06-01;1549.94;1573.36;1549.55;1569.51;78267208
2018-06-04;1570.49;1578.47;1561.73;1564.73;79373584
2018-06-05;1564.43;1572.12;1559.06;1559.06;92182464
2018-06-07;1563.01;1575.74;1551.31;1555.65;116868928
2018-06-08;1554.96;1562.37;1542.09;1555.87;84500096
2018-06-11;1557.68;1571.23;1555.79;1571.18;81193056
2018-06-12;1573.01;1577.04;1566.71;1572.27;89459224
2018-06-13;1573.1;1575.47;1563.54;1571.07;96093080
